# creditos.dat - donde guarda cada juego su contador de creditos.
# Las lineas sin marca las comprobo buscar_creditos.sh ejecutando el juego:
# se le escriben creditos y se comprueba que el juego los gasta al pulsar START.
# Las marcadas (cheat) vienen de la coleccion de cheats de MAME y NO estan
# comprobadas: se leen solo si pasan la prueba de las monedas, y nunca se
# escribe en ellas. Varias direcciones con "+" son copias del mismo contador.
bakubrkr @:maincpu,program,100082   # (cheat)
balcube @:maincpu,program,f0484c   # (cheat)
ballbomb @:maincpu,program,20e7   # (cheat)
ballboy @:maincpu,program,100195   # (cheat)
ballboy3p @:maincpu,program,100195   # (cheat)
ballbros @:maincpu,program,f0201b   # (cheat)
baluba @:maincpu,program,8018   # (cheat)
bam2 @:maincpu,program,60cc834   # (cheat)
bam2a @:maincpu,program,8007234a   # (cheat)
bam2u @:maincpu,program,60cc8d8   # (cheat)
banbam @:maincpu,program,c058   # (cheat)
bandido @:maincpu,program,60db   # (cheat)
bangball @:maincpu,program,f048b0   # (cheat)
baracuda @:maincpu,program,4e6e   # (cheat)
baraduke @:mcu,program,80   # (cheat)
baryon @:maincpu,program,fe35f3   # (cheat)
baryona @:maincpu,program,fe35f9   # (cheat)
basebal2 @:master,program,e001   # (cheat)
basketbal @:maincpu,program,61e1c   # (cheat)
bassang2 @:maincpu,program,a4914   # (cheat)
bassangl @:maincpu,program,966b4   # (cheat)
batcir @:maincpu,program,ff5863   # (cheat)
batcira @:maincpu,program,ff5863   # (cheat)
batcird @:maincpu,program,ff5863   # (cheat)
batcirj @:maincpu,program,ff5863   # (cheat)
batlball @:maincpu,program,1913c   # (cheat)
batlballa @:maincpu,program,1913c   # (cheat)
batlballe @:maincpu,program,1913c   # (cheat)
batlballo @:maincpu,program,1913c   # (cheat)
batlballpt @:maincpu,program,1913c   # (cheat)
batlballu @:maincpu,program,1913c   # (cheat)
batlbubl @:maincpu,program,f048b0   # (cheat)
batlcars @:maincpu,program,7e1861   # (cheat)
batlzone @:maincpu,program,a037   # (cheat)
batman2 @:maincpu,program,428f   # (cheat)
batsugun @:maincpu,program,60b0e84   # (cheat)
batsuguna @:maincpu,program,100e85   # (cheat)
batsugunb @:maincpu,program,100e85   # (cheat)
batsugunbl @:maincpu,program,100e85   # (cheat)
batsugunc @:maincpu,program,100e85   # (cheat)
batsugunsp @:maincpu,program,100e85   # (cheat)
battlcry @:maincpu,program,40a9   # (cheat)
battlcryc @:maincpu,program,40a9   # (cheat)
battlcryp @:maincpu,program,40a9   # (cheat)
battlera @:maincpu,program,2009   # (cheat)
battlnts @:maincpu,program,1082   # (cheat)
battlntsa @:maincpu,program,1082   # (cheat)
battlntsj @:maincpu,program,1082   # (cheat)
bayroute @:maincpu,program,50017f   # (cheat)
bayroute1 @:maincpu,program,50017f   # (cheat)
bayrouteb1 @:maincpu,program,50017f   # (cheat)
bayrouteb2 @:maincpu,program,50017f   # (cheat)
bayrouted @:maincpu,program,50017f   # (cheat)
bayroutej @:maincpu,program,50017f   # (cheat)
bayroutejd @:maincpu,program,50017f   # (cheat)
